																																																																																																																																																																																																																																																																																																							
	18.42	41.50	5.8	1.680	161.11																	18.42	41.49	5.7	1.603	146.47																	18.42	42.4	5.7	1.655	146.77																	18.42	41.6	5.7	1.418	NA																		18.42	41.5	4.78	1.510	114.26																	18.42	41.6	4.7	1.462	115.77																	18.42	41.6	4.79	1.486	114.6																		18.42	36.5	5.8	0.552	42.37																	18.42	37.4	5.7	0.522	38.51																	18.42	36.4	5.7	0.400	9.00	7.00																	18.42	37.4	5.7	0.402	34.33																		18.42	36.4	4.7	0.657	37.80																	18.42	37.0	4.78	0.632	25.87																18.42	36.4	4.7	0.403	20.61														
	18.50	41.49	5.8	1.683	161.89																	18.50	41.49	5.7	1.606	147.18																	18.50	42.4	5.7	1.657	147.48																	18.50	41.6	5.7	1.425	NA																		18.50	41.5	4.78	1.514	115.12																	18.50	41.6	4.7	1.466	116.63																	18.50	41.5	4.79	1.491	115.5																		18.50	36.5	5.8	0.556	42.63																	18.50	37.4	5.7	0.528	38.75																	18.50	36.4	5.7	0.403	9.03	7.16																	18.50	37.4	5.7	0.405	34.52																		18.50	36.4	4.7	0.663	38.13																	18.50	37.0	4.78	0.639	26.10																18.50	36.4	4.7	0.408	20.79														
	18.58	41.49	5.8	1.686	162.66																	18.58	41.50	5.7	1.608	147.88																	18.58	42.4	5.7	1.660	148.19																	18.58	41.6	5.7	1.432	NA																		18.58	41.5	4.79	1.519	116.03																	18.58	41.6	4.7	1.470	117.54																	18.58	41.5	4.79	1.496	116.4																		18.58	36.5	5.8	0.563	42.89																	18.58	37.4	5.7	0.533	38.99																	18.58	36.4	5.7	0.407	9.07	7.16																	18.58	37.4	5.7	0.410	34.81																		18.58	36.4	4.7	0.672	38.51																	18.58	37.0	4.78	0.647	26.34																18.58	36.4	4.7	0.412	20.97														
	18.67	41.49	5.8	1.690	163.44																	18.67	41.50	5.7	1.611	148.59																	18.67	42.4	5.7	1.662	148.89																	18.67	41.6	5.7	1.439	NA																		18.67	41.5	4.79	1.525	116.84																	18.67	41.6	4.7	1.474	118.35																	18.67	41.6	4.79	1.500	117.2																		18.67	36.5	5.8	0.568	43.20																	18.67	37.4	5.7	0.538	39.27																	18.67	36.4	5.7	0.411	9.10	7.16																	18.67	37.4	5.7	0.412	35.09																		18.67	36.4	4.7	0.679	38.98																	18.67	37.0	4.78	0.654	26.63																18.67	36.4	4.7	0.416	21.18														
	18.75	41.49	5.8	1.693	164.22																	18.75	41.50	5.7	1.614	149.30																	18.75	42.4	5.7	1.666	149.60																	18.75	41.6	5.7	1.445	NA																		18.75	41.5	4.79	1.528	117.65																	18.75	41.6	4.7	1.478	119.16																	18.75	41.6	4.79	1.505	118.0																		18.75	36.5	5.8	0.574	43.57																	18.75	37.4	5.7	0.544	39.61																	18.75	36.4	5.7	0.416	9.13	7.16																	18.75	37.4	5.7	0.416	35.33																		18.75	36.4	4.7	0.686	39.46																	18.75	37.0	4.78	0.661	26.96																18.75	36.4	4.7	0.420	21.48														
	18.83	41.49	5.8	1.696	164.94																	18.83	41.50	5.7	1.617	149.95																	18.83	42.4	5.7	1.669	150.26																	18.83	41.6	5.7	1.452	NA																		18.83	41.5	4.78	1.532	118.71																	18.83	41.6	4.7	1.482	120.22																	18.83	41.6	4.79	1.509	119.1																		18.83	36.5	5.8	0.579	43.83																	18.83	37.4	5.7	0.549	39.85																	18.83	36.4	5.7	0.422	9.17	7.04																	18.83	37.4	5.7	0.420	35.52																		18.83	36.4	4.7	0.692	39.84																	18.83	37.0	4.78	0.668	27.25																18.83	36.4	4.7	0.424	21.72														
	18.92	41.48	5.8	1.698	165.77																	18.92	41.50	5.7	1.618	150.71																	18.92	42.4	5.7	1.673	151.01																	18.92	41.6	5.7	1.457	NA																		18.92	41.5	4.78	1.537	119.72																	18.92	41.6	4.7	1.485	121.23																	18.92	41.5	4.79	1.513	120.1																		18.92	36.5	5.8	0.585	44.09																	18.92	37.4	5.7	0.552	40.08																	18.92	36.4	5.7	0.425	9.20	7.16																	18.92	37.3	5.7	0.423	35.76																		18.92	36.4	4.7	0.701	40.22																	18.92	37.0	4.78	0.675	27.58																18.92	36.4	4.7	0.429	21.84														
	19.00	41.49	5.8	1.699	166.61																	19.00	41.50	5.7	1.622	151.47																	19.00	42.4	5.7	1.673	151.77																	19.00	41.6	5.7	1.464	NA																		19.00	41.5	4.78	1.541	120.48																	19.00	41.6	4.7	1.490	121.99																	19.00	41.6	4.79	1.517	120.8																		19.00	36.5	5.8	0.589	44.41																	19.00	37.4	5.7	0.559	40.37																	19.00	36.4	5.7	0.427	9.23	7.16																	19.00	37.4	5.7	0.426	36.04																		19.00	36.4	4.7	0.708	40.60																	19.00	37.0	4.78	0.682	27.91																19.00	36.4	4.7	0.433	22.02														
	19.08	41.46	5.8	1.701	167.33																	19.08	41.50	5.7	1.624	152.13																	19.08	42.4	5.7	1.677	152.43																	19.08	41.6	5.7	1.469	NA																		19.08	41.5	4.79	1.545	121.28																	19.08	41.6	4.7	1.493	122.79																	19.08	41.6	4.79	1.521	121.6																		19.08	36.5	5.8	0.595	44.72																	19.08	37.4	5.7	0.564	40.65																	19.08	36.4	5.8	0.431	9.27	7.16																	19.08	37.4	5.8	0.430	36.28																		19.08	36.4	4.7	0.716	40.98																	19.08	37.0	4.78	0.689	28.15																19.08	36.4	4.7	0.437	22.23														
	19.17	41.48	5.8	1.703	168.11																	19.17	41.48	5.7	1.626	152.83																	19.17	42.4	5.7	1.679	153.14																	19.17	41.6	5.7	1.474	NA																		19.17	41.5	4.79	1.549	122.14																	19.17	41.6	4.7	1.496	123.65																	19.17	41.5	4.79	1.524	122.5																		19.17	36.5	5.8	0.599	45.03																	19.17	37.4	5.7	0.569	40.94																	19.17	36.4	5.7	0.435	9.30	7.16																	19.17	37.4	5.7	0.433	36.57																		19.17	36.4	4.7	0.723	41.41																	19.17	37.0	4.78	0.697	28.39																19.17	36.4	4.7	0.442	22.44														
	19.25	41.49	5.8	1.706	168.89																	19.25	41.47	5.7	1.629	153.54																	19.25	42.4	5.7	1.682	153.84																	19.25	41.6	5.7	1.478	NA																		19.25	41.5	4.79	1.553	123.00																	19.25	41.6	4.7	1.499	124.51																	19.25	41.5	4.79	1.528	123.4																		19.25	36.5	5.8	0.604	45.35																	19.25	37.4	5.7	0.575	41.22																	19.25	36.4	5.7	0.441	9.33	7.16																	19.25	37.4	5.7	0.437	36.80																		19.25	36.4	4.7	0.730	41.84																	19.25	37.0	4.78	0.704	28.72																19.25	36.4	4.7	0.446	22.68														
	19.33	41.49	5.8	1.709	169.61																	19.33	41.47	5.7	1.632	154.20																	19.33	42.4	5.7	1.684	154.50																	19.33	41.6	5.7	1.483	NA																		19.33	41.5	4.79	1.557	123.81																	19.33	41.6	4.7	1.502	125.32																	19.33	41.5	4.79	1.532	124.2																		19.33	36.5	5.8	0.611	45.71																	19.33	37.4	5.7	0.581	41.56																	19.33	36.4	5.7	0.445	9.37	7.33																	19.33	37.4	5.7	0.441	37.04																		19.33	36.4	4.7	0.738	42.22																	19.33	37.0	4.78	0.711	29.05																19.33	36.4	4.7	0.450	22.92														
	19.42	41.49	5.8	1.713	170.33																	19.42	41.48	5.7	1.634	154.85																	19.42	42.4	5.7	1.687	155.16																	19.42	41.6	5.7	1.487	NA																		19.42	41.5	4.78	1.561	124.62																	19.42	41.6	4.7	1.505	126.13																	19.42	41.5	4.79	1.535	125.0																		19.42	36.5	5.8	0.615	46.08																	19.42	37.4	5.7	0.586	41.89																	19.42	36.4	5.7	0.450	9.40	7.33																	19.42	37.4	5.7	0.444	37.33																		19.42	36.4	4.7	0.745	42.60																	19.42	37.0	4.78	0.718	29.34																19.42	36.4	4.7	0.455	23.16														
	19.50	41.48	5.8	1.715	171.11																	19.50	41.48	5.7	1.636	155.56																	19.50	42.4	5.7	1.689	155.86																	19.50	41.6	5.7	1.493	NA																		19.50	41.5	4.78	1.564	125.53																	19.50	41.6	4.7	1.508	127.04																	19.50	41.5	4.79	1.539	125.9																		19.50	36.5	5.8	0.621	46.39																	19.50	37.4	5.7	0.592	42.18																	19.50	36.4	5.7	0.454	9.43	7.33																	19.50	37.4	5.7	0.449	37.61																		19.50	36.4	4.7	0.753	43.03																	19.50	37.0	4.78	0.725	29.62																19.50	36.4	4.7	0.460	23.43														
	19.58	41.48	5.8	1.717	171.94																	19.58	41.47	5.7	1.638	156.32																	19.58	42.4	5.7	1.691	156.62																	19.58	41.6	5.7	1.496	NA																		19.58	41.5	4.78	1.568	126.34																	19.58	41.6	4.7	1.511	127.85																	19.58	41.5	4.79	1.542	126.7																		19.58	36.5	5.8	0.625	46.71																	19.58	37.4	5.7	0.598	42.46																	19.58	36.4	5.7	0.458	9.47	7.33																	19.58	37.4	5.7	0.452	37.90																		19.58	36.4	4.7	0.760	43.50																	19.58	37.0	4.78	0.733	29.95																19.58	36.4	4.7	0.465	23.61														
	19.67	41.48	5.8	1.718	172.72																	19.67	41.49	5.7	1.639	157.03																	19.67	42.4	5.7	1.693	157.33																	19.67	41.6	5.7	1.500	NA																		19.67	41.5	4.78	1.572	127.14																	19.67	41.6	4.7	1.513	128.65																	19.67	41.5	4.79	1.545	127.5																		19.67	36.5	5.8	0.632	47.02																	19.67	37.4	5.8	0.604	42.75																	19.67	36.4	5.8	0.462	9.50	7.33																	19.67	37.4	5.8	0.456	38.23																		19.67	36.4	4.7	0.769	43.88																	19.67	37.0	4.78	0.740	30.29																19.67	36.4	4.7	0.469	23.79														
	19.75	41.48	5.8	1.719	173.44																	19.75	41.47	5.7	1.642	157.68																	19.75	42.4	5.7	1.695	157.99																	19.75	41.6	5.7	1.504	NA																		19.75	41.5	4.79	1.575	128.00																	19.75	41.6	4.7	1.516	129.51																	19.75	41.5	4.79	1.548	128.4																		19.75	36.5	5.8	0.635	47.33																	19.75	37.4	5.7	0.609	43.03																	19.75	36.4	5.7	0.465	9.53	7.33																	19.75	37.4	5.7	0.459	38.52																		19.75	36.4	4.7	0.776	44.26																	19.75	37.0	4.78	0.748	30.57																19.75	36.4	4.7	0.474	24.03														
	19.83	41.46	5.8	1.722	174.22																	19.83	41.49	5.7	1.645	158.39																	19.83	42.4	5.7	1.696	158.69																	19.83	41.6	5.7	1.507	NA																		19.83	41.5	4.79	1.579	128.76																	19.83	41.5	4.7	1.519	130.27																	19.83	41.5	4.79	1.550	129.1																		19.83	36.5	5.8	0.641	47.65																	19.83	37.4	5.7	0.613	43.32																	19.83	36.4	5.7	0.469	9.57	7.33																	19.83	37.4	5.7	0.465	38.71																		19.83	36.4	4.7	0.784	44.74																	19.83	37.0	4.78	0.756	30.91																19.83	36.4	4.7	0.479	24.18														
	19.92	41.47	5.8	1.724	175.05																	19.92	41.49	5.7	1.647	159.15																	19.92	42.4	5.7	1.699	159.45																	19.92	41.7	5.7	1.511	NA																		19.92	41.5	4.79	1.583	129.47																	19.92	41.5	4.7	1.521	130.98																	19.92	41.5	4.79	1.554	129.8																		19.92	36.5	5.8	0.645	47.91																	19.92	37.4	5.7	0.620	43.56																	19.92	36.4	5.7	0.476	9.60	7.33																	19.92	37.4	5.7	0.467	38.94																		19.92	36.4	4.7	0.792	45.21																	19.92	37.0	4.78	0.763	31.29																19.92	36.4	4.7	0.484	24.39														
	20.00	41.48	5.8	1.727	175.78																	20.00	41.47	5.7	1.650	159.81																	20.00	42.4	5.7	1.701	160.11																	20.00	41.6	5.7	1.514	NA																		20.00	41.5	4.79	1.587	130.22																	20.00	41.5	4.7	1.524	131.73																	20.00	41.5	4.79	1.557	130.6																		20.00	36.5	5.8	0.651	48.22																	20.00	37.4	5.7	0.625	43.84																	20.00	36.4	5.7	0.481	9.63	7.37																	20.00	37.4	5.7	0.473	39.23																		20.00	36.4	4.7	0.799	45.60																	20.00	37.0	4.78	0.770	31.62																20.00	36.4	4.7	0.489	24.63														
	20.08	41.47	5.8	1.729	176.44																	20.08	41.48	5.7	1.652	160.41																	20.08	42.4	5.7	1.703	160.71																	20.08	41.6	5.7	1.517	NA																		20.08	41.5	4.79	1.590	131.03																	20.08	41.5	4.7	1.526	132.54																	20.08	41.5	4.79	1.559	131.4																		20.08	36.5	5.8	0.655	48.59																	20.08	37.4	5.7	0.631	44.17																	20.08	36.4	5.7	0.486	9.67	7.49																	20.08	37.4	5.7	0.476	39.47																		20.08	36.4	4.7	0.806	45.97																	20.08	37.0	4.78	0.779	31.95																20.08	36.4	4.7	0.494	24.84														
	20.17	41.48	5.8	1.731	177.22																	20.17	41.48	5.7	1.654	161.12																	20.17	42.4	5.7	1.706	161.42																	20.17	41.6	5.7	1.521	NA																		20.17	41.5	4.78	1.594	131.79																	20.17	41.5	4.7	1.527	133.30																	20.17	41.6	4.79	1.562	132.1																		20.17	36.5	5.8	0.661	48.95																	20.17	37.4	5.7	0.636	44.50																	20.17	36.4	5.7	0.492	9.70	7.49																	20.17	37.4	5.7	0.480	39.70																		20.17	36.4	4.7	0.815	46.45																	20.17	37.0	4.77	0.786	32.24																20.17	36.4	4.7	0.499	25.08														
	20.25	41.48	5.8	1.732	177.95																	20.25	41.48	5.7	1.657	161.77																	20.25	42.4	5.7	1.708	162.08																	20.25	41.6	5.7	1.524	NA																		20.25	41.5	4.78	1.597	132.55																	20.25	41.5	4.7	1.529	134.06																	20.25	41.5	4.79	1.564	132.9																		20.25	36.5	5.8	0.666	49.32																	20.25	37.4	5.7	0.643	44.84																	20.25	36.4	5.7	0.494	9.73	7.49																	20.25	37.4	5.7	0.485	39.94																		20.25	36.4	4.7	0.822	46.92																	20.25	37.0	4.77	0.793	32.52																20.25	36.4	4.7	0.504	25.26														
	20.33	41.49	5.8	1.732	178.67																	20.33	41.48	5.7	1.658	162.43																	20.33	42.4	5.7	1.709	162.73																	20.33	41.6	5.7	1.528	NA																		20.33	41.5	4.78	1.600	133.41																	20.33	41.5	4.7	1.532	134.92																	20.33	41.5	4.79	1.566	133.8																		20.33	36.5	5.8	0.670	49.58																	20.33	37.4	5.7	0.648	45.08																	20.33	36.4	5.8	0.498	9.77	7.49																	20.33	37.4	5.8	0.489	40.18																		20.33	36.4	4.7	0.829	47.45																	20.33	37.0	4.78	0.801	32.86																20.33	36.4	4.7	0.509	25.44														
	20.42	41.49	5.8	1.734	179.44																	20.42	41.46	5.7	1.660	163.14																	20.42	42.4	5.7	1.711	163.44																	20.42	41.6	5.7	1.530	NA																		20.42	41.5	4.78	1.604	134.22																	20.42	41.6	4.7	1.533	135.73																	20.42	41.5	4.79	1.568	134.6																		20.42	36.5	5.8	0.674	49.90																	20.42	37.4	5.7	0.655	45.36																	20.42	36.4	5.7	0.503	9.80	7.53																	20.42	37.4	5.7	0.491	40.46																		20.42	36.4	4.7	0.837	48.02																	20.42	37.0	4.78	0.809	33.19																20.42	36.4	4.7	0.514	25.71														
	20.50	41.50	5.8	1.737	180.22																	20.50	41.48	5.7	1.662	163.84																	20.50	42.4	5.8	1.713	164.15																	20.50	41.6	5.7	1.533	NA																		20.50	41.5	4.78	1.608	134.92																	20.50	41.6	4.7	1.535	136.43																	20.50	41.5	4.79	1.570	135.3																		20.50	36.5	5.8	0.681	50.26																	20.50	37.4	5.7	0.660	45.69																	20.50	36.4	5.7	0.508	9.83	7.66																	20.50	37.4	5.7	0.496	40.70																		20.50	36.4	4.7	0.845	48.50																	20.50	37.0	4.78	0.816	33.47																20.50	36.4	4.7	0.519	25.98														
	20.58	41.48	5.8	1.740	180.95																	20.58	41.47	5.7	1.663	164.50																	20.58	42.4	5.8	1.715	164.81																	20.58	41.6	5.7	1.535	NA																		20.58	41.5	4.79	1.611	135.63																	20.58	41.6	4.7	1.537	137.14																	20.58	41.5	4.79	1.572	136.0																		20.58	36.5	5.8	0.688	50.58																	20.58	37.4	5.7	0.665	45.98																	20.58	36.4	5.7	0.514	9.87	7.66																	20.58	37.4	5.7	0.501	40.94																		20.58	36.4	4.7	0.853	48.97																	20.58	37.0	4.78	0.823	33.76																20.58	36.4	4.7	0.525	26.25														
	20.67	41.49	5.8	1.742	181.61																	20.67	41.44	5.7	1.666	165.11																	20.67	42.4	5.7	1.717	165.41																	20.67	41.6	5.7	1.538	NA																		20.67	41.5	4.78	1.616	136.34																	20.67	41.6	4.7	1.539	137.85																	20.67	41.5	4.79	1.574	136.7																		20.67	36.5	5.8	0.690	50.89																	20.67	37.4	5.7	0.671	46.26																	20.67	36.4	5.7	0.521	9.90	7.66																	20.67	37.4	5.7	0.506	41.23																		20.67	36.4	4.7	0.861	49.49																	20.67	37.0	4.78	0.831	34.09																20.67	36.4	4.7	0.530	26.52														
	20.75	41.48	5.8	1.745	182.33																	20.75	41.45	5.7	1.667	165.76																	20.75	42.4	5.8	1.719	166.07																	20.75	41.6	5.7	1.540	NA																		20.75	41.5	4.78	1.619	136.99																	20.75	41.6	4.7	1.540	138.50																	20.75	41.6	4.79	1.576	137.3																		20.75	36.5	5.8	0.697	51.26																	20.75	37.4	5.7	0.677	46.60																	20.75	36.4	5.7	0.525	9.93	7.66																	20.75	37.4	5.7	0.510	41.51																		20.75	36.4	4.7	0.867	49.97																	20.75	37.0	4.78	0.838	34.38																20.75	36.4	4.7	0.536	26.76														
	20.83	41.47	5.8	1.745	183.06																	20.83	41.44	5.7	1.669	166.42																	20.83	42.4	5.8	1.722	166.73																	20.83	41.6	5.7	1.543	NA																		20.83	41.5	4.78	1.622	137.65																	20.83	41.6	4.7	1.541	139.16																	20.83	41.6	4.79	1.577	138.0																		20.83	36.5	5.8	0.703	51.57																	20.83	37.4	5.7	0.682	46.88																	20.83	36.4	5.7	0.530	9.97	7.66																	20.83	37.4	5.7	0.516	41.84																		20.83	36.5	4.7	0.875	50.49																	20.83	37.0	4.78	0.845	34.71																20.83	36.4	4.8	0.541	27.00														
	20.92	41.47	5.8	1.746	183.72																	20.92	41.45	5.7	1.671	167.03																	20.92	42.4	5.7	1.722	167.33																	20.92	41.6	5.7	1.545	NA																		20.92	41.5	4.79	1.625	138.41																	20.92	41.6	4.7	1.542	139.92																	20.92	41.6	4.79	1.579	138.8																		20.92	36.5	5.8	0.705	51.88																	20.92	37.4	5.7	0.688	47.17																	20.92	36.4	5.7	0.532	10.00	7.70																	20.92	37.4	5.7	0.519	42.18																		20.92	36.5	4.7	0.883	51.01																	20.92	37.0	4.78	0.853	35.09																20.92	36.4	4.7	0.547	27.21														
	21.00	41.45	5.8	1.747	184.45																	21.00	41.49	5.7	1.672	167.68																	21.00	42.4	5.7	1.723	167.99																	21.00	41.6	5.7	1.548	NA																		21.00	41.5	4.79	1.628	139.17																	21.00	41.6	4.7	1.544	140.68																	21.00	41.5	4.79	1.581	139.5																		21.00	36.5	5.8	0.709	52.30																	21.00	37.4	5.8	0.694	47.55																	21.00	36.4	5.7	0.535	10.03	7.66																	21.00	37.4	5.7	0.522	42.46																		21.00	36.5	4.7	0.891	51.54																	21.00	37.0	4.78	0.860	35.42																21.00	36.4	4.7	0.553	27.42														
	21.08	41.45	5.8	1.749	185.17																	21.08	41.49	5.7	1.675	168.34																	21.08	42.4	5.7	1.725	168.64																	21.08	41.6	5.7	1.551	NA																		21.08	41.5	4.79	1.631	139.87																	21.08	41.6	4.7	1.545	141.38																	21.08	41.6	4.79	1.581	140.2																		21.08	36.5	5.8	0.716	52.62																	21.08	37.4	5.7	0.697	47.83																	21.08	36.4	5.7	0.540	10.07	7.70																	21.08	37.4	5.7	0.529	42.75																		21.08	36.5	4.7	0.898	52.06																	21.08	37.0	4.78	0.868	35.62																21.08	36.4	4.7	0.558	27.69														
	21.17	41.45	5.8	1.751	185.89																	21.17	41.49	5.7	1.675	169.00																	21.17	42.4	5.7	1.726	169.30																	21.17	41.6	5.7	1.554	NA																		21.17	41.5	4.79	1.633	140.58																	21.17	41.6	4.7	1.546	142.09																	21.17	41.5	4.79	1.583	140.9																		21.17	36.5	5.8	0.720	52.93																	21.17	37.4	5.7	0.703	48.12																	21.17	36.4	5.7	0.546	10.10	7.66																	21.17	37.4	5.7	0.531	43.03																		21.17	36.5	4.7	0.905	52.54																	21.17	37.0	4.78	0.875	35.85																21.17	36.4	4.7	0.564	27.96														
	21.25	41.44	5.8	1.754	186.56																	21.25	41.49	5.7	1.678	169.61																	21.25	42.4	5.8	1.729	169.91																	21.25	41.6	5.7	1.557	NA																		21.25	41.5	4.79	1.637	141.29																	21.25	41.6	4.7	1.548	142.80																	21.25	41.5	4.79	1.586	141.6																		21.25	36.5	5.8	0.725	53.35																	21.25	37.4	5.7	0.708	48.50																	21.25	36.4	5.7	0.552	10.13	7.78																	21.25	37.4	5.7	0.536	43.36																		21.25	36.4	4.7	0.910	53.01																	21.25	37.0	4.78	0.882	36.23																21.25	36.4	4.7	0.570	28.23														
	21.33	41.46	5.8	1.755	187.00																	21.33	41.48	5.7	1.680	170.01																	21.33	42.4	5.8	1.731	170.31																	21.33	41.6	5.7	1.560	NA																		21.33	41.5	4.79	1.640	142.00																	21.33	41.5	4.7	1.549	143.51																	21.33	41.5	4.79	1.587	142.3																		21.33	36.5	5.8	0.730	53.72																	21.33	37.4	5.7	0.713	48.83																	21.33	36.4	5.8	0.557	10.17	7.82																	21.33	37.4	5.8	0.541	43.70																		21.33	36.4	4.7	0.914	53.49																	21.33	37.0	4.78	0.890	36.61																21.33	36.4	4.7	0.576	28.47														
	21.42	41.43	5.8	1.757	187.17																	21.42	41.49	5.7	1.683	170.16																	21.42	42.4	5.8	1.732	170.47																	21.42	41.6	5.7	1.562	NA																		21.42	41.5	4.79	1.643	142.70																	21.42	41.6	4.7	1.550	144.21																	21.42	41.5	4.79	1.588	143.1																		21.42	36.5	5.8	0.735	54.08																	21.42	37.4	5.7	0.718	49.16																	21.42	36.4	5.7	0.560	10.20	7.82																	21.42	37.4	5.7	0.546	43.98																		21.42	36.4	4.7	0.922	54.01																	21.42	37.0	4.78	0.898	36.95																21.42	36.4	4.7	0.581	28.68														
	21.50	41.42	5.8	1.757	188.29																	21.50	41.47	5.7	1.684																		21.50	42.3	5.7	1.734																		21.50	41.6	5.7	1.564	NA																		21.50	41.5	4.79	1.645	143.41																	21.50	41.5	4.7	1.551	144.92																	21.50	41.5	4.79	1.589	143.8																		21.50	36.4	5.8	0.739	54.45																	21.50	37.4	5.7	0.723	49.50																	21.50	36.4	5.7	0.564	10.23	7.82																	21.50	37.4	5.7	0.550	44.27																		21.50	36.4	4.7	0.931	54.49																	21.50	37.0	4.78	0.905	37.28																21.50	36.4	4.7	0.587	28.92														
																																																																																						21.58	41.5	4.79	1.647	144.12																	21.58	41.6	4.7	1.552	145.63																	21.58	41.5	4.79	1.590	144.5																		21.58	36.4	5.8	0.743	54.81																	21.58	37.4	5.7	0.730	49.83																	21.58	36.4	5.7	0.568	10.27	7.82																	21.58	37.4	5.7	0.555	44.51																		21.58	36.4	4.7	0.939	54.96																	21.58	37.0	4.77	0.910	37.66																21.58	36.4	4.7	0.593	29.22														
																																																																																						21.67	41.5	4.79	1.650	144.82																	21.67	41.6	4.7	1.554	146.33																	21.67	41.5	4.79	1.591	145.2																		21.67	36.5	5.8	0.749	55.18																	21.67	37.4	5.7	0.736	50.16																	21.67	36.4	5.7	0.571	10.30	7.82																	21.67	37.4	5.7	0.560	44.79																		21.67	36.4	4.7	0.947	55.48																	21.67	37.0	4.78	0.914	37.99																21.67	36.4	4.7	0.599	29.52														
																																																																																																																																																						21.75	36.4	5.8	0.753	55.49																	21.75	37.4	5.7	0.739	50.45																	21.75	36.4	5.7	0.575	10.33	7.86																	21.75	37.4	5.7	0.563	45.12																		21.75	36.4	4.7	0.954	55.96																	21.75	37.0	4.78	0.923	38.32																21.75	36.4	4.7	0.605	29.79														
																																																																																																																																																						21.83	36.5	5.8	0.758	55.86																	21.83	37.4	5.7	0.747	50.78																	21.83	36.4	5.7	0.582	10.37	7.98																	21.83	37.4	5.7	0.566	45.50																		21.83	36.4	4.7	0.963	56.48																	21.83	37.0	4.78	0.931	38.66																21.83	36.4	4.7	0.611	30.06														
																																																																																																																																																						21.92	36.5	5.8	0.764	56.28																	21.92	37.4	5.7	0.751	51.16																	21.92	36.4	5.7	0.588	10.40	7.98																	21.92	37.4	5.7	0.571	45.89																		21.92	36.4	4.7	0.971	57.01																	21.92	37.0	4.78	0.939	38.94																21.92	36.4	4.7	0.618	30.33														
																																																																																																																																																						22.00	36.5	5.8	0.769	56.70																	22.00	37.4	5.8	0.755	51.54																	22.00	36.4	5.7	0.592	10.43	7.98																	22.00	37.4	5.7	0.575	46.17																		22.00	36.4	4.7	0.978	57.53																	22.00	37.0	4.78	0.947	39.28																22.00	36.4	4.7	0.624	30.66														
																																																																																																																																																						22.08	36.4	5.8	0.772	57.06																	22.08	37.4	5.7	0.762	51.88																	22.08	36.4	5.7	0.594	10.47	7.98																	22.08	37.4	5.7	0.579	46.50																		22.08	36.4	4.7	0.985	58.05																	22.08	37.0	4.78	0.954	39.70																22.08	36.4	4.7	0.630	30.99														
																																																																																																																																																						22.17	36.4	5.8	0.779	57.38																	22.17	37.4	5.7	0.766	52.16																	22.17	36.4	5.7	0.597	10.50	7.98																	22.17	37.4	5.7	0.584	46.84																		22.17	36.4	4.7	0.994	58.57																	22.17	37.0	4.78	0.963	40.13																22.17	36.4	4.7	0.636	31.26														
																																																																																																																																																						22.25	36.5	5.8	0.781	57.74																	22.25	37.4	5.7	0.768	52.49																	22.25	36.4	5.7	0.600	10.53	8.15																	22.25	37.4	5.7	0.589	47.17																		22.25	36.4	4.7	1.002	59.10																	22.25	37.0	4.78	0.970	40.46																22.25	36.4	4.7	0.642	31.53														
																																																																																																																																																						22.33	36.5	5.8	0.784	58.11																	22.33	37.4	5.7	0.774	52.83																	22.33	36.4	5.7	0.607	10.57	8.15																	22.33	37.4	5.7	0.595	47.55																		22.33	36.4	4.7	1.009	59.57																	22.33	37.0	4.78	0.977	40.80																22.33	36.4	4.7	0.648	31.83														
																																																																																																																																																						22.42	36.4	5.8	0.790	58.47																	22.42	37.4	5.7	0.779	53.16																	22.42	36.4	5.7	0.611	10.60	8.15																	22.42	37.4	5.7	0.597	47.93																		22.42	36.4	4.7	1.017	60.09																	22.42	37.0	4.78	0.985	41.18																22.42	36.4	4.8	0.654	32.13														
																																																																																																																																																						22.50	36.4	5.8	0.797	58.89																	22.50	37.4	5.7	0.784	53.54																	22.50	36.4	5.7	0.617	10.63	8.15																	22.50	37.4	5.7	0.602	48.26																		22.50	36.4	4.7	1.025	60.67																	22.50	37.0	4.78	0.992	41.51																22.50	36.4	4.8	0.661	32.46														
																																																																																																																																																						22.58	36.4	5.8	0.801	59.31																	22.58	37.4	5.7	0.788	53.92																	22.58	36.4	5.7	0.620	10.67	8.23																	22.58	37.4	5.7	0.606	48.55																		22.58	36.5	4.7	1.032	61.24																	22.58	37.0	4.78	0.999	41.84																22.58	36.4	4.8	0.667	32.79														
																																																																																																																																																						22.67	36.4	5.8	0.806	59.73																	22.67	37.4	5.7	0.792	54.30																	22.67	36.4	5.7	0.624	10.70	8.31																	22.67	37.4	5.7	0.611	48.93																		22.67	36.4	4.7	1.040	61.85																	22.67	37.0	4.78	1.006	42.22																22.67	36.4	4.8	0.673	33.09														
																																																																																																																																																						22.75	36.4	5.8	0.808	60.10																	22.75	37.4	5.7	0.798	54.63																	22.75	36.4	5.7	0.626	10.73	8.31																	22.75	37.4	5.7	0.618	49.40																		22.75	36.4	4.7	1.048	62.43																	22.75	37.0	4.78	1.013	42.60																22.75	36.4	4.7	0.680	33.33														
																																																																																																																																																						22.83	36.4	5.8	0.814	60.46																	22.83	37.4	5.7	0.803	54.97																	22.83	36.4	5.7	0.630	10.77	8.31																	22.83	37.4	5.7	0.621	49.78																		22.83	36.4	4.7	1.055	62.95																	22.83	37.0	4.78	1.020	42.94																22.83	36.4	4.7	0.686	33.60														
